post_id,time_of_day,day_of_week,full_datelikes_count
73634,day,wednesday,2016-11-09 15:58:36,327
73599,day,wednesday,2016-11-09 15:32:05,405
73547,day,wednesday,2016-11-09 14:39:07,907
73528,day,wednesday,2016-11-09 13:32:36,411
73394,day,tuesday,2016-11-08 16:54:38,368
73363,day,tuesday,2016-11-08 14:41:17,297
73188,day,monday,2016-11-07 16:28:56,344
73161,day,monday,2016-11-07 15:54:37,371
73106,day,monday,2016-11-07 14:39:37,269
73083,day,monday,2016-11-07 12:28:11,877
72893,morning,friday,2016-11-04 11:56:09,816
72707,day,thursday,2016-11-03 16:37:05,465
72622,day,thursday,2016-11-03 12:47:04,520
72589,morning,thursday,2016-11-03 11:26:01,790
72421,evening,wednesday,2016-11-02 20:40:30,1050
72365,day,wednesday,2016-11-02 17:20:54,495
72351,day,wednesday,2016-11-02 16:39:24,268
72337,day,wednesday,2016-11-02 15:43:09,345
72068,day,tuesday,2016-11-01 16:38:05,334
72027,day,tuesday,2016-11-01 15:04:12,246
71972,day,tuesday,2016-11-01 13:57:12,802
71748,evening,monday,2016-10-31 18:17:47,761
71693,day,monday,2016-10-31 13:12:29,889
71592,evening,saturday,2016-10-29 18:04:21,464
71402,evening,friday,2016-10-28 20:17:36,810
71300,day,friday,2016-10-28 15:59:07,676
71244,day,friday,2016-10-28 13:06:39,619
71047,evening,thursday,2016-10-27 19:13:31,368
70939,day,thursday,2016-10-27 17:06:38,355
70645,day,sunday,2016-10-23 16:43:02,467
70567,day,saturday,2016-10-22 15:37:07,294
70557,day,saturday,2016-10-22 14:24:38,449
70345,day,friday,2016-10-21 15:24:12,406
70179,day,thursday,2016-10-20 13:24:31,503
69996,evening,tuesday,2016-10-18 22:06:33,787
69974,evening,tuesday,2016-10-18 18:07:12,324
69945,day,tuesday,2016-10-18 14:43:41,250
69921,day,tuesday,2016-10-18 12:36:09,322
69853,evening,monday,2016-10-17 20:56:17,368
69813,day,monday,2016-10-17 12:25:27,578
69501,evening,friday,2016-10-14 19:22:35,267
69450,day,friday,2016-10-14 17:28:00,361
69413,day,friday,2016-10-14 15:57:05,245
69384,day,friday,2016-10-14 15:09:27,354
69011,evening,thursday,2016-10-13 19:57:19,217
68963,day,thursday,2016-10-13 17:59:10,161
68908,day,thursday,2016-10-13 16:58:32,742
68888,day,thursday,2016-10-13 16:17:42,225
68790,day,thursday,2016-10-13 14:24:10,438
68624,evening,wednesday,2016-10-12 21:08:41,763
68594,evening,wednesday,2016-10-12 19:05:37,308
68581,day,wednesday,2016-10-12 17:51:23,483
68353,evening,tuesday,2016-10-11 21:33:21,318
68316,evening,tuesday,2016-10-11 20:16:00,251
68214,day,tuesday,2016-10-11 16:46:27,503
67964,evening,monday,2016-10-10 18:41:18,471
67897,day,monday,2016-10-10 15:57:11,628
67836,day,monday,2016-10-10 13:47:13,530
67758,day,sunday,2016-10-09 13:57:02,339
67672,day,saturday,2016-10-08 13:46:11,252
67563,evening,friday,2016-10-07 18:47:20,309
67524,day,friday,2016-10-07 17:05:26,259
67499,day,friday,2016-10-07 14:46:04,500
67413,morning,friday,2016-10-07 10:31:04,1094
67248,day,thursday,2016-10-06 14:17:07,487
67090,day,wednesday,2016-10-05 17:17:03,315
67066,day,wednesday,2016-10-05 16:23:10,323
67039,day,wednesday,2016-10-05 14:27:03,572
67024,day,wednesday,2016-10-05 13:23:27,350
66968,morning,wednesday,2016-10-05 10:55:35,271
66858,evening,tuesday,2016-10-04 22:36:31,327
66846,evening,tuesday,2016-10-04 22:09:18,430
66720,day,monday,2016-10-03 14:31:49,408
66556,day,sunday,2016-10-02 13:23:22,525
66525,morning,sunday,2016-10-02 09:45:09,263
66425,evening,friday,2016-09-30 19:08:38,240
66308,day,thursday,2016-09-29 17:53:43,504
66137,day,wednesday,2016-09-28 14:35:36,507
66028,evening,tuesday,2016-09-27 23:41:39,740
65945,evening,tuesday,2016-09-27 18:51:00,213
65869,day,tuesday,2016-09-27 16:26:49,365
65847,day,tuesday,2016-09-27 15:25:53,228
65720,evening,monday,2016-09-26 19:17:17,339
65685,day,monday,2016-09-26 17:29:31,448
65151,evening,thursday,2016-09-22 23:34:33,660
64993,day,thursday,2016-09-22 17:19:05,296
64864,day,thursday,2016-09-22 13:53:27,718
64431,day,wednesday,2016-09-21 16:08:24,350
64371,day,wednesday,2016-09-21 14:27:19,257
64275,morning,wednesday,2016-09-21 11:53:36,371
64174,morning,wednesday,2016-09-21 10:53:00,609
64028,evening,tuesday,2016-09-20 22:04:07,388
63954,evening,tuesday,2016-09-20 19:11:16,784
63474,day,sunday,2016-09-18 13:21:05,503
63415,morning,sunday,2016-09-18 11:31:39,309
63230,day,saturday,2016-09-17 17:13:04,543
63164,day,saturday,2016-09-17 16:08:51,337
63117,day,saturday,2016-09-17 15:09:17,515
62912,day,friday,2016-09-16 16:51:53,326
62796,morning,friday,2016-09-16 10:46:21,183
62679,evening,thursday,2016-09-15 22:33:34,592
62653,evening,thursday,2016-09-15 21:26:05,440
62593,evening,thursday,2016-09-15 18:36:05,444
62581,evening,thursday,2016-09-15 18:06:58,440
62153,evening,tuesday,2016-09-13 21:35:09,478
61806,day,tuesday,2016-09-13 13:33:03,451
61801,day,tuesday,2016-09-13 13:23:51,446
61746,day,tuesday,2016-09-13 12:00:20,180
61441,evening,monday,2016-09-12 22:37:37,583
61413,evening,monday,2016-09-12 22:18:41,426
61331,evening,monday,2016-09-12 18:56:12,647
61299,day,monday,2016-09-12 17:43:37,309
60956,day,sunday,2016-09-11 12:09:54,454
60784,evening,saturday,2016-09-10 20:12:05,911
60742,evening,saturday,2016-09-10 18:08:11,626
60565,morning,saturday,2016-09-10 10:40:42,847
60190,day,friday,2016-09-09 16:53:29,1140
60095,day,friday,2016-09-09 14:08:32,492
60080,day,friday,2016-09-09 13:46:37,437
59978,evening,thursday,2016-09-08 22:33:13,223
59951,evening,thursday,2016-09-08 21:52:48,395
59908,evening,thursday,2016-09-08 20:13:38,277
59890,evening,thursday,2016-09-08 19:38:24,395
59736,morning,thursday,2016-09-08 10:42:57,772
59727,morning,thursday,2016-09-08 10:24:16,358
59624,evening,wednesday,2016-09-07 22:15:21,377
59600,evening,wednesday,2016-09-07 20:36:16,340
59483,morning,wednesday,2016-09-07 10:53:22,225
59381,evening,tuesday,2016-09-06 20:51:40,243
59332,evening,tuesday,2016-09-06 18:38:38,297
59212,day,tuesday,2016-09-06 17:12:10,587
59196,day,tuesday,2016-09-06 16:13:05,514
59153,day,tuesday,2016-09-06 14:04:05,187
59081,evening,monday,2016-09-05 18:31:34,382
58910,evening,sunday,2016-09-04 21:14:42,403
58879,evening,sunday,2016-09-04 19:14:45,282
58782,day,saturday,2016-09-03 14:37:53,525
58671,evening,thursday,2016-09-01 21:58:44,432
58428,evening,tuesday,2016-08-30 21:29:17,634
58208,evening,monday,2016-08-29 21:31:16,777
58183,evening,monday,2016-08-29 20:46:04,432
57841,day,saturday,2016-08-27 12:31:24,328
57819,morning,saturday,2016-08-27 11:10:07,182
57795,morning,saturday,2016-08-27 10:21:55,210
57692,evening,friday,2016-08-26 19:11:03,608
57640,day,friday,2016-08-26 13:54:43,280
57545,evening,thursday,2016-08-25 19:39:36,259
57357,evening,wednesday,2016-08-24 22:12:53,342
57171,day,wednesday,2016-08-24 13:47:53,429
56950,evening,tuesday,2016-08-23 23:37:21,676
54203,evening,monday,2016-08-22 20:36:08,640
53858,day,monday,2016-08-22 12:59:16,292
53357,morning,sunday,2016-08-21 10:47:01,467
53081,day,saturday,2016-08-20 17:31:12,704
52889,day,saturday,2016-08-20 13:00:13,487
52605,evening,friday,2016-08-19 19:49:47,659
52407,day,friday,2016-08-19 14:26:14,676
52365,day,friday,2016-08-19 13:37:29,368
50662,evening,wednesday,2016-08-17 23:23:11,592
50629,evening,wednesday,2016-08-17 23:16:47,433
50075,evening,wednesday,2016-08-17 20:43:17,1442
49954,day,wednesday,2016-08-17 12:02:05,290
49732,evening,monday,2016-08-15 21:17:36,273
49617,day,monday,2016-08-15 13:38:32,296
49510,morning,sunday,2016-08-14 11:03:08,401
49467,evening,saturday,2016-08-13 23:36:57,475
49430,evening,saturday,2016-08-13 22:11:10,648
49390,evening,saturday,2016-08-13 20:25:41,640
49227,day,wednesday,2016-08-10 16:34:39,394
49067,day,tuesday,2016-08-09 17:58:26,209
49062,day,tuesday,2016-08-09 17:47:41,556
48928,day,sunday,2016-08-07 13:56:41,459
48711,day,thursday,2016-08-04 16:14:55,258
48633,day,thursday,2016-08-04 13:46:29,386
48615,day,thursday,2016-08-04 13:10:06,342
48508,day,wednesday,2016-08-03 15:41:24,487
48418,evening,tuesday,2016-08-02 18:04:45,192
48404,day,tuesday,2016-08-02 16:51:17,171
48366,day,tuesday,2016-08-02 13:07:17,177
48335,morning,tuesday,2016-08-02 10:17:09,400
48216,evening,monday,2016-08-01 19:46:03,424
48056,day,monday,2016-08-01 12:39:19,327
48042,morning,monday,2016-08-01 10:48:13,243
47961,morning,sunday,2016-07-31 11:11:15,481
47841,day,saturday,2016-07-30 15:40:12,275
47617,day,thursday,2016-07-28 14:07:36,428
47570,morning,thursday,2016-07-28 10:09:51,498
47435,day,tuesday,2016-07-26 13:16:20,459
47230,day,friday,2016-07-22 16:35:37,434
47206,day,friday,2016-07-22 15:26:05,308
47191,day,friday,2016-07-22 13:42:11,425
46884,day,thursday,2016-07-21 14:14:58,353
46733,day,wednesday,2016-07-20 13:25:17,523
46611,day,tuesday,2016-07-19 15:56:16,278
46604,day,tuesday,2016-07-19 15:39:02,189
46572,day,tuesday,2016-07-19 12:33:55,467
46477,day,monday,2016-07-18 17:04:51,176
46351,day,monday,2016-07-18 13:52:00,328
46277,morning,monday,2016-07-18 10:25:55,260
46172,day,saturday,2016-07-16 12:14:11,288
46040,day,friday,2016-07-15 13:53:54,295
45953,morning,friday,2016-07-15 11:28:51,114
45891,morning,friday,2016-07-15 10:12:00,302
45622,day,thursday,2016-07-14 16:18:29,299
45517,morning,thursday,2016-07-14 10:55:28,329
45317,day,wednesday,2016-07-13 14:27:22,309
45172,evening,tuesday,2016-07-12 21:41:20,324
45112,evening,tuesday,2016-07-12 18:26:06,433
45025,day,tuesday,2016-07-12 16:19:27,225
45014,day,tuesday,2016-07-12 16:05:07,351
44995,day,tuesday,2016-07-12 15:43:16,213
44924,morning,tuesday,2016-07-12 11:10:56,405
44812,day,monday,2016-07-11 17:16:42,487
44523,evening,friday,2016-07-08 19:38:37,322
44510,evening,friday,2016-07-08 19:23:03,281
44358,day,wednesday,2016-07-06 15:33:36,210
44077,evening,saturday,2016-07-02 21:23:28,248
44066,evening,saturday,2016-07-02 21:02:47,836
43989,evening,friday,2016-07-01 19:14:14,320
43959,day,friday,2016-07-01 17:35:49,193
43953,day,friday,2016-07-01 17:17:23,198
43744,day,wednesday,2016-06-29 15:51:13,448
43419,evening,monday,2016-06-27 20:31:26,279
43271,day,monday,2016-06-27 17:20:37,1101
43111,day,monday,2016-06-27 13:37:35,333
43088,day,monday,2016-06-27 13:08:01,374
43021,morning,monday,2016-06-27 10:50:41,401
42794,evening,saturday,2016-06-25 21:07:10,425
42739,evening,friday,2016-06-24 20:54:51,459
42673,day,friday,2016-06-24 12:45:22,452
42616,evening,thursday,2016-06-23 22:57:50,416
42599,evening,thursday,2016-06-23 21:25:51,383
42285,evening,monday,2016-06-20 22:17:04,1115
42111,evening,sunday,2016-06-19 23:31:32,402
42013,day,sunday,2016-06-19 14:33:23,293
41940,evening,saturday,2016-06-18 20:00:53,448
41865,evening,friday,2016-06-17 18:42:34,278
41746,day,thursday,2016-06-16 15:30:04,478
41728,day,thursday,2016-06-16 14:04:29,281
41654,morning,wednesday,2016-06-15 11:24:31,330
41528,day,tuesday,2016-06-14 12:22:04,330
41338,morning,sunday,2016-06-12 10:23:00,891
41293,day,saturday,2016-06-11 15:57:19,320
41283,morning,saturday,2016-06-11 11:29:04,324
41220,day,friday,2016-06-10 12:39:30,336
41128,day,thursday,2016-06-09 15:13:37,233
41112,day,thursday,2016-06-09 14:06:23,362
41037,morning,wednesday,2016-06-08 11:25:00,334
40989,evening,tuesday,2016-06-07 19:21:41,199
40809,evening,friday,2016-06-03 20:09:49,336
40710,day,thursday,2016-06-02 14:38:26,286
40689,day,thursday,2016-06-02 13:42:10,415
40679,morning,thursday,2016-06-02 10:41:28,310
40642,evening,wednesday,2016-06-01 20:05:30,250
40621,day,wednesday,2016-06-01 17:53:55,287
40495,evening,tuesday,2016-05-31 22:44:00,238
40457,evening,tuesday,2016-05-31 21:36:22,332
40357,day,saturday,2016-05-28 14:52:28,229
40248,morning,friday,2016-05-27 10:43:06,467
40162,day,thursday,2016-05-26 13:06:35,299
40095,day,wednesday,2016-05-25 13:49:08,230
40044,morning,wednesday,2016-05-25 09:33:31,336
39951,evening,tuesday,2016-05-24 18:12:25,547
39903,day,tuesday,2016-05-24 16:23:26,226
39897,day,tuesday,2016-05-24 16:19:42,151
39895,day,tuesday,2016-05-24 16:15:44,173
39725,evening,sunday,2016-05-22 19:13:09,477
39685,day,sunday,2016-05-22 12:32:00,287
39585,day,saturday,2016-05-21 17:41:56,347
39344,evening,thursday,2016-05-19 23:25:44,472
39332,evening,thursday,2016-05-19 22:16:34,393
39282,day,thursday,2016-05-19 16:11:01,329
39148,day,wednesday,2016-05-18 16:41:11,693
39118,day,wednesday,2016-05-18 15:59:23,200
38888,day,tuesday,2016-05-17 12:49:37,336
38751,day,monday,2016-05-16 12:46:19,329
38550,evening,saturday,2016-05-14 20:23:10,316
38503,day,saturday,2016-05-14 12:43:26,261
38404,day,friday,2016-05-13 13:40:00,590
38353,morning,friday,2016-05-13 11:58:28,183
38280,day,thursday,2016-05-12 17:32:57,270
38247,day,thursday,2016-05-12 12:45:26,168
38230,morning,thursday,2016-05-12 10:52:48,203
38166,evening,wednesday,2016-05-11 19:18:21,322
38141,day,wednesday,2016-05-11 15:36:49,265
38066,evening,tuesday,2016-05-10 21:36:53,359
37933,evening,monday,2016-05-09 21:34:39,764
37922,evening,monday,2016-05-09 21:14:24,466
37881,evening,monday,2016-05-09 18:42:17,971
37824,morning,monday,2016-05-09 09:39:04,588
37759,day,sunday,2016-05-08 13:09:00,574
37583,evening,saturday,2016-05-07 19:28:04,524
37497,evening,friday,2016-05-06 18:57:10,383
37459,day,friday,2016-05-06 14:57:35,456
37355,evening,thursday,2016-05-05 19:22:27,571
37263,day,wednesday,2016-05-04 13:31:32,409
36939,day,sunday,2016-05-01 15:20:57,428
36857,morning,sunday,2016-05-01 11:29:37,547
36810,night,sunday,2016-05-01 02:24:40,534
36766,evening,saturday,2016-04-30 23:45:57,488
36622,day,friday,2016-04-29 14:47:43,230
36560,evening,thursday,2016-04-28 21:24:48,326
36509,day,thursday,2016-04-28 14:02:01,277
36262,day,tuesday,2016-04-26 13:14:33,268
36199,evening,monday,2016-04-25 20:18:03,225
36146,day,monday,2016-04-25 13:33:56,446
36068,day,sunday,2016-04-24 13:39:40,219
35961,day,saturday,2016-04-23 12:11:32,446
35840,day,thursday,2016-04-21 15:40:09,404
35765,day,wednesday,2016-04-20 12:57:25,233
35704,day,tuesday,2016-04-19 14:48:01,215
35678,day,tuesday,2016-04-19 13:21:19,271
35546,day,monday,2016-04-18 13:12:51,302
35273,day,thursday,2016-04-14 13:14:41,236
35186,day,wednesday,2016-04-13 13:18:14,346
35116,day,tuesday,2016-04-12 17:02:35,360
35052,day,tuesday,2016-04-12 12:55:49,268
35039,morning,tuesday,2016-04-12 11:07:31,318
34844,day,friday,2016-04-08 13:16:38,640
34777,day,thursday,2016-04-07 14:07:40,639
34760,day,thursday,2016-04-07 13:04:00,457
34683,day,wednesday,2016-04-06 15:17:20,305
34507,day,tuesday,2016-04-05 12:27:50,320
34409,day,monday,2016-04-04 13:36:33,856
34100,evening,friday,2016-04-01 18:42:25,367
33829,day,friday,2016-04-01 13:43:46,387
33595,evening,thursday,2016-03-31 18:38:32,335
33553,day,thursday,2016-03-31 15:43:06,443
33374,day,wednesday,2016-03-30 13:20:20,370
33130,day,tuesday,2016-03-29 13:53:35,237
33106,day,tuesday,2016-03-29 13:22:00,307
33089,day,tuesday,2016-03-29 12:35:30,352
33000,day,monday,2016-03-28 15:04:52,535
32730,day,friday,2016-03-25 16:35:50,347
32712,day,friday,2016-03-25 13:41:53,313
32474,day,wednesday,2016-03-23 15:18:27,683
32449,day,wednesday,2016-03-23 13:39:23,410
32178,day,tuesday,2016-03-22 14:23:04,440
31885,day,monday,2016-03-21 13:59:20,411
31563,morning,saturday,2016-03-19 09:03:43,594
31478,day,friday,2016-03-18 13:03:19,371
31374,morning,friday,2016-03-18 10:46:05,349
31312,evening,thursday,2016-03-17 19:13:39,267
31156,morning,wednesday,2016-03-16 11:46:17,490
31050,day,tuesday,2016-03-15 13:43:01,259
30927,day,monday,2016-03-14 15:08:49,223
30663,day,friday,2016-03-11 14:46:39,610
30571,day,friday,2016-03-11 12:32:04,468
30409,day,thursday,2016-03-10 12:32:42,435
30231,day,wednesday,2016-03-09 12:17:07,355
30036,day,monday,2016-03-07 14:43:43,312
29974,morning,monday,2016-03-07 11:38:33,757
29885,day,sunday,2016-03-06 13:41:34,323
29792,day,saturday,2016-03-05 12:08:00,261
29770,morning,saturday,2016-03-05 11:09:13,235
29684,evening,friday,2016-03-04 20:15:41,327
29650,day,friday,2016-03-04 16:08:00,738
29585,day,friday,2016-03-04 13:12:49,311
29415,day,thursday,2016-03-03 15:14:20,402
29070,morning,wednesday,2016-03-02 10:40:14,328
28927,day,tuesday,2016-03-01 16:37:44,259
28866,day,tuesday,2016-03-01 13:14:11,237
28853,morning,tuesday,2016-03-01 11:59:15,565
28622,day,monday,2016-02-29 12:28:02,416
28592,morning,monday,2016-02-29 10:06:09,258
28246,morning,friday,2016-02-26 11:39:52,633
28141,day,thursday,2016-02-25 16:56:50,281
28107,day,thursday,2016-02-25 12:55:54,380
27845,morning,tuesday,2016-02-23 10:09:27,959
27387,day,saturday,2016-02-20 12:07:00,1607
27222,day,friday,2016-02-19 13:50:35,474
26008,evening,wednesday,2016-02-17 18:33:00,1308
25666,day,tuesday,2016-02-16 12:43:00,408
25282,day,monday,2016-02-15 14:46:20,823
24806,day,sunday,2016-02-14 12:16:04,436
24032,day,saturday,2016-02-13 12:37:00,453
15755,evening,wednesday,2016-02-10 22:32:44,2715
13136,morning,tuesday,2016-02-09 11:16:15,972
13045,morning,monday,2016-02-08 11:54:08,423
12748,day,saturday,2016-02-06 13:07:16,454
12445,morning,saturday,2016-02-06 09:39:24,407
12343,evening,friday,2016-02-05 18:48:05,291
12276,day,friday,2016-02-05 16:15:54,1434
11379,day,tuesday,2016-02-02 12:18:24,322
11125,morning,monday,2016-02-01 10:10:40,251
11024,day,sunday,2016-01-31 13:46:16,300
10783,day,thursday,2016-01-28 13:12:22,668
10642,day,wednesday,2016-01-27 13:07:15,324
10625,morning,wednesday,2016-01-27 11:35:24,555
10448,day,monday,2016-01-25 13:22:32,2251
10169,day,thursday,2016-01-21 13:39:00,376
10082,day,wednesday,2016-01-20 17:19:00,385
9976,evening,monday,2016-01-18 18:59:26,605
9903,day,monday,2016-01-18 12:11:50,372
9886,morning,monday,2016-01-18 11:05:42,602
9715,day,thursday,2016-01-14 12:01:14,305
9693,morning,thursday,2016-01-14 09:03:31,476
9647,day,wednesday,2016-01-13 17:13:40,284
9536,day,tuesday,2016-01-12 16:09:33,303
9415,day,monday,2016-01-11 14:15:09,567
9376,morning,monday,2016-01-11 11:54:09,346
9306,day,sunday,2016-01-10 15:58:32,251
9270,day,sunday,2016-01-10 13:40:09,238
9243,morning,sunday,2016-01-10 11:12:19,300
9170,day,saturday,2016-01-09 16:16:58,254
9143,day,saturday,2016-01-09 13:46:47,208
9116,day,saturday,2016-01-09 12:27:07,201
8829,day,friday,2016-01-08 16:03:36,237
8800,day,friday,2016-01-08 14:23:23,181
8716,day,friday,2016-01-08 12:20:23,243
8670,morning,friday,2016-01-08 11:08:20,198
8550,evening,thursday,2016-01-07 18:20:31,210
8521,day,thursday,2016-01-07 17:32:15,210
8512,day,thursday,2016-01-07 16:51:42,211
8499,day,thursday,2016-01-07 16:22:29,193
8468,day,thursday,2016-01-07 15:13:06,752
8351,day,wednesday,2016-01-06 14:06:26,236
8300,day,wednesday,2016-01-06 12:27:14,201
8273,day,wednesday,2016-01-06 12:06:10,202
8231,evening,tuesday,2016-01-05 18:33:58,200
8196,day,tuesday,2016-01-05 16:48:47,320
7904,evening,friday,2016-01-01 18:25:10,326
7871,day,friday,2016-01-01 17:30:24,388
7819,evening,thursday,2015-12-31 21:02:43,475
7763,day,thursday,2015-12-31 12:34:26,229
7690,day,wednesday,2015-12-30 16:39:00,439
7655,day,wednesday,2015-12-30 12:27:08,504
7651,day,wednesday,2015-12-30 12:24:42,390
7400,day,tuesday,2015-12-29 14:20:50,221
7392,day,tuesday,2015-12-29 13:03:40,345
7306,day,monday,2015-12-28 15:39:13,207
7271,day,monday,2015-12-28 12:25:20,301
6942,evening,saturday,2015-12-26 19:30:17,532
6850,day,saturday,2015-12-26 17:51:47,352
6805,day,saturday,2015-12-26 16:29:55,191
6709,morning,friday,2015-12-25 11:40:04,501
6605,day,thursday,2015-12-24 13:05:47,233
6569,morning,thursday,2015-12-24 10:29:25,488
6558,morning,thursday,2015-12-24 10:20:17,216
6482,morning,wednesday,2015-12-23 11:56:56,348
6369,evening,tuesday,2015-12-22 22:23:52,487
6319,day,tuesday,2015-12-22 12:38:19,405
6245,day,monday,2015-12-21 14:12:04,414
6069,evening,friday,2015-12-18 20:04:29,644
6044,day,friday,2015-12-18 13:18:08,409
5950,day,wednesday,2015-12-16 13:06:15,327
5885,day,tuesday,2015-12-15 12:57:59,254
5687,day,friday,2015-12-11 12:11:29,356
5594,day,wednesday,2015-12-09 15:15:22,327
5570,morning,wednesday,2015-12-09 11:48:43,267
5449,day,monday,2015-12-07 13:21:36,592
5304,day,friday,2015-12-04 13:50:10,422
5215,day,thursday,2015-12-03 16:44:22,458
